target_type,scale_k,wind_capacity_MW,pv_capacity_MW,annual_NH3_t,annual_load_shed_MWh,annual_curtail_MWh,annual_curtailment_ratio,annual_unit_cost_yuan_per_t,annual_plant_utilization,feasible
full_production_autonomy,14.0,560.0,896.0,25719.032386,0.0,2021276.532,0.842579,14432.749391,0.992247,0
full_production_autonomy,14.02,560.8,897.28,25719.54801,0.0,2024696.4216,0.842801,14450.662292,0.992267,0
full_production_autonomy,14.04,561.6,898.56,25720.063634,0.0,2028116.3112,0.843022,14468.574473,0.992286,0
full_production_autonomy,14.06,562.4,899.84,25720.579258,0.0,2031536.2008,0.843242,14486.485937,0.992306,0
full_production_autonomy,14.08,563.2,901.12,25721.094882,0.0,2034956.0904,0.843462,14504.396683,0.992326,0
full_production_autonomy,14.1,564.0,902.4,25721.610506,0.0,2038375.98,0.843681,14522.30671,0.992346,0
full_production_autonomy,14.12,564.8,903.68,25722.12613,0.0,2041795.8696,0.843899,14540.21602,0.992366,0
full_production_autonomy,14.14,565.6,904.96,25722.641754,0.0,2045215.7592,0.844117,14558.124611,0.992386,0
full_production_autonomy,14.16,566.4,906.24,25723.157378,0.0,2048635.6488,0.844334,14576.032485,0.992406,0
full_production_autonomy,14.18,567.2,907.52,25723.673002,0.0,2052055.5384,0.844551,14593.939641,0.992426,0
full_production_autonomy,14.2,568.0,908.8,25724.188627,0.0,2055475.428,0.844767,14611.846078,0.992446,0
full_production_autonomy,14.22,568.8,910.08,25724.704251,0.0,2058895.3176,0.844983,14629.751798,0.992465,0
full_production_autonomy,14.24,569.6,911.36,25725.219875,0.0,2062315.2072,0.845197,14647.6568,0.992485,0
full_production_autonomy,14.26,570.4,912.64,25725.735499,0.0,2065735.0968,0.845412,14665.561085,0.992505,0
full_production_autonomy,14.28,571.2,913.92,25726.251123,0.0,2069154.9864,0.845625,14683.464651,0.992525,0
full_production_autonomy,14.3,572.0,915.2,25726.766747,0.0,2072574.876,0.845838,14701.3675,0.992545,0
full_production_autonomy,14.32,572.8,916.48,25727.282371,0.0,2075994.7656,0.846051,14719.269632,0.992565,0
full_production_autonomy,14.34,573.6,917.76,25727.797995,0.0,2079414.6552,0.846262,14737.171046,0.992585,0
full_production_autonomy,14.36,574.4,919.04,25728.313619,0.0,2082834.5448,0.846474,14755.071742,0.992605,0
full_production_autonomy,14.38,575.2,920.32,25728.829243,0.0,2086254.4344,0.846684,14772.971721,0.992625,0
full_production_autonomy,14.4,576.0,921.6,25729.344867,0.0,2089674.324,0.846894,14790.870982,0.992644,0
full_production_autonomy,14.42,576.8,922.88,25729.860492,0.0,2093094.2136,0.847104,14808.769526,0.992664,0
full_production_autonomy,14.44,577.6,924.16,25730.376116,0.0,2096514.1032,0.847313,14826.667353,0.992684,0
full_production_autonomy,14.46,578.4,925.44,25730.89174,0.0,2099933.9928,0.847521,14844.564462,0.992704,0
full_production_autonomy,14.48,579.2,926.72,25731.407364,0.0,2103353.8824,0.847729,14862.460854,0.992724,0
full_production_autonomy,14.5,580.0,928.0,25731.922988,0.0,2106773.772,0.847936,14880.356529,0.992744,0
full_production_autonomy,14.52,580.8,929.28,25732.438612,0.0,2110193.6616,0.848142,14898.251487,0.992764,0
full_production_autonomy,14.54,581.6,930.56,25732.954236,0.0,2113613.5512,0.848348,14916.145727,0.992784,0
full_production_autonomy,14.56,582.4,931.84,25733.46986,0.0,2117033.4408,0.848554,14934.03925,0.992804,0
full_production_autonomy,14.58,583.2,933.12,25733.985484,0.0,2120453.3304,0.848759,14951.932057,0.992824,0
full_production_autonomy,14.6,584.0,934.4,25734.501108,0.0,2123873.22,0.848963,14969.824146,0.992843,0
full_production_autonomy,14.62,584.8,935.68,25735.016733,0.0,2127293.1096,0.849167,14987.715518,0.992863,0
full_production_autonomy,14.64,585.6,936.96,25735.532357,0.0,2130712.9992,0.84937,15005.606174,0.992883,0
full_production_autonomy,14.66,586.4,938.24,25736.047981,0.0,2134132.8888,0.849573,15023.496112,0.992903,0
full_production_autonomy,14.68,587.2,939.52,25736.563605,0.0,2137552.7784,0.849775,15041.385334,0.992923,0
full_production_autonomy,14.7,588.0,940.8,25737.079229,0.0,2140972.668,0.849976,15059.273839,0.992943,0
full_production_autonomy,14.72,588.8,942.08,25737.594853,0.0,2144392.5576,0.850177,15077.161627,0.992963,0
full_production_autonomy,14.74,589.6,943.36,25738.110477,0.0,2147812.4472,0.850378,15095.048699,0.992983,0
full_production_autonomy,14.76,590.4,944.64,25738.626101,0.0,2151232.3368,0.850578,15112.935054,0.993003,0
full_production_autonomy,14.78,591.2,945.92,25739.141725,0.0,2154652.2264,0.850777,15130.820692,0.993022,0
full_production_autonomy,14.8,592.0,947.2,25739.657349,0.0,2158072.116,0.850976,15148.705613,0.993042,0
full_production_autonomy,14.82,592.8,948.48,25740.172973,0.0,2161492.0056,0.851174,15166.589818,0.993062,0
full_production_autonomy,14.84,593.6,949.76,25740.688598,0.0,2164911.8952,0.851372,15184.473307,0.993082,0
full_production_autonomy,14.86,594.4,951.04,25741.204222,0.0,2168331.7848,0.851569,15202.356079,0.993102,0
full_production_autonomy,14.88,595.2,952.32,25741.719846,0.0,2171751.6744,0.851766,15220.238135,0.993122,0
full_production_autonomy,14.9,596.0,953.6,25742.23547,0.0,2175171.564,0.851962,15238.119474,0.993142,0
full_production_autonomy,14.92,596.8,954.88,25742.751094,0.0,2178591.4536,0.852158,15256.000097,0.993162,0
full_production_autonomy,14.94,597.6,956.16,25743.266718,0.0,2182011.3432,0.852353,15273.880004,0.993182,0
full_production_autonomy,14.96,598.4,957.44,25743.782342,0.0,2185431.2328,0.852548,15291.759194,0.993201,0
full_production_autonomy,14.98,599.2,958.72,25744.297966,0.0,2188851.1224,0.852742,15309.637669,0.993221,0
full_production_autonomy,15.0,600.0,960.0,25744.81359,0.0,2192271.012,0.852935,15327.515427,0.993241,0
full_production_autonomy,15.02,600.8,961.28,25745.329214,0.0,2195690.9016,0.853128,15345.392469,0.993261,0
full_production_autonomy,15.04,601.6,962.56,25745.844839,0.0,2199110.7912,0.853321,15363.268795,0.993281,0
full_production_autonomy,15.06,602.4,963.84,25746.360463,0.0,2202530.6808,0.853513,15381.144405,0.993301,0
full_production_autonomy,15.08,603.2,965.12,25746.876087,0.0,2205950.5704,0.853704,15399.019299,0.993321,0
full_production_autonomy,15.1,604.0,966.4,25747.391711,0.0,2209370.46,0.853895,15416.893477,0.993341,0
full_production_autonomy,15.12,604.8,967.68,25747.907335,0.0,2212790.3496,0.854086,15434.766939,0.993361,0
full_production_autonomy,15.14,605.6,968.96,25748.422959,0.0,2216210.2392,0.854276,15452.639685,0.993381,0
full_production_autonomy,15.16,606.4,970.24,25748.938583,0.0,2219630.1288,0.854465,15470.511716,0.9934,0
full_production_autonomy,15.18,607.2,971.52,25749.454207,0.0,2223050.0184,0.854654,15488.38303,0.99342,0
full_production_autonomy,15.2,608.0,972.8,25749.969831,0.0,2226469.908,0.854843,15506.253629,0.99344,0
full_production_autonomy,15.22,608.8,974.08,25750.485455,0.0,2229889.7976,0.855031,15524.123513,0.99346,0
full_production_autonomy,15.24,609.6,975.36,25751.00108,0.0,2233309.6872,0.855218,15541.992681,0.99348,0
full_production_autonomy,15.26,610.4,976.64,25751.516704,0.0,2236729.5768,0.855405,15559.861133,0.9935,0
full_production_autonomy,15.28,611.2,977.92,25752.032328,0.0,2240149.4664,0.855592,15577.728869,0.99352,0
full_production_autonomy,15.3,612.0,979.2,25752.547952,0.0,2243569.356,0.855778,15595.59589,0.99354,0
full_production_autonomy,15.32,612.8,980.48,25753.063576,0.0,2246989.2456,0.855964,15613.462196,0.99356,0
full_production_autonomy,15.34,613.6,981.76,25753.5792,0.0,2250409.1352,0.856149,15631.327786,0.993579,0
full_production_autonomy,15.36,614.4,983.04,25754.094824,0.0,2253829.0248,0.856333,15649.192661,0.993599,0
full_production_autonomy,15.38,615.2,984.32,25754.610448,0.0,2257248.9144,0.856517,15667.05682,0.993619,0
full_production_autonomy,15.4,616.0,985.6,25755.126072,0.0,2260668.804,0.856701,15684.920265,0.993639,0
full_production_autonomy,15.42,616.8,986.88,25755.641696,0.0,2264088.6936,0.856884,15702.782993,0.993659,0
full_production_autonomy,15.44,617.6,988.16,25756.15732,0.0,2267508.5832,0.857067,15720.645007,0.993679,0
full_production_autonomy,15.46,618.4,989.44,25756.672945,0.0,2270928.4728,0.857249,15738.506306,0.993699,0
full_production_autonomy,15.48,619.2,990.72,25757.188569,0.0,2274348.3624,0.857431,15756.366889,0.993719,0
full_production_autonomy,15.5,620.0,992.0,25757.704193,0.0,2277768.252,0.857612,15774.226758,0.993739,0
full_production_autonomy,15.52,620.8,993.28,25758.219817,0.0,2281188.1416,0.857793,15792.085911,0.993758,0
full_production_autonomy,15.54,621.6,994.56,25758.735441,0.0,2284608.0312,0.857973,15809.944349,0.993778,0
full_production_autonomy,15.56,622.4,995.84,25759.251065,0.0,2288027.9208,0.858153,15827.802073,0.993798,0
full_production_autonomy,15.58,623.2,997.12,25759.766689,0.0,2291447.8104,0.858333,15845.659081,0.993818,0
full_production_autonomy,15.6,624.0,998.4,25760.282313,0.0,2294867.7,0.858511,15863.515375,0.993838,0
full_production_autonomy,15.62,624.8,999.68,25760.797937,0.0,2298287.5896,0.85869,15881.370954,0.993858,0
full_production_autonomy,15.64,625.6,1000.96,25761.313561,0.0,2301707.4792,0.858868,15899.225818,0.993878,0
full_production_autonomy,15.66,626.4,1002.24,25761.829186,0.0,2305127.3688,0.859046,15917.079967,0.993898,0
full_production_autonomy,15.68,627.2,1003.52,25762.34481,0.0,2308547.2584,0.859223,15934.933402,0.993918,0
full_production_autonomy,15.7,628.0,1004.8,25762.860434,0.0,2311967.148,0.859399,15952.786122,0.993938,0
full_production_autonomy,15.72,628.8,1006.08,25763.376058,0.0,2315387.0376,0.859576,15970.638127,0.993957,0
full_production_autonomy,15.74,629.6,1007.36,25763.891682,0.0,2318806.9272,0.859751,15988.489418,0.993977,0
full_production_autonomy,15.76,630.4,1008.64,25764.407306,0.0,2322226.8168,0.859927,16006.339994,0.993997,0
full_production_autonomy,15.78,631.2,1009.92,25764.92293,0.0,2325646.7064,0.860102,16024.189856,0.994017,0
full_production_autonomy,15.8,632.0,1011.2,25765.438554,0.0,2329066.596,0.860276,16042.039003,0.994037,0
full_production_autonomy,15.82,632.8,1012.48,25765.954178,0.0,2332486.4856,0.86045,16059.887437,0.994057,0
full_production_autonomy,15.84,633.6,1013.76,25766.469802,0.0,2335906.3752,0.860624,16077.735155,0.994077,0
full_production_autonomy,15.86,634.4,1015.04,25766.985427,0.0,2339326.2648,0.860797,16095.58216,0.994097,0
full_production_autonomy,15.88,635.2,1016.32,25767.501051,0.0,2342746.1544,0.86097,16113.42845,0.994117,0
full_production_autonomy,15.9,636.0,1017.6,25768.016675,0.0,2346166.044,0.861142,16131.274026,0.994136,0
full_production_autonomy,15.92,636.8,1018.88,25768.532299,0.0,2349585.9336,0.861314,16149.118887,0.994156,0
full_production_autonomy,15.94,637.6,1020.16,25769.047923,0.0,2353005.8232,0.861485,16166.963035,0.994176,0
full_production_autonomy,15.96,638.4,1021.44,25769.563547,0.0,2356425.7128,0.861656,16184.806468,0.994196,0
full_production_autonomy,15.98,639.2,1022.72,25770.079171,0.0,2359845.6024,0.861827,16202.649188,0.994216,0
full_production_autonomy,16.0,640.0,1024.0,25770.594795,0.0,2363265.492,0.861997,16220.491193,0.994236,0
full_production_autonomy,16.02,640.8,1025.28,25771.110419,0.0,2366685.3816,0.862166,16238.332485,0.994256,0
full_production_autonomy,16.04,641.6,1026.56,25771.626043,0.0,2370105.2712,0.862336,16256.173062,0.994276,0
full_production_autonomy,16.06,642.4,1027.84,25772.141667,0.0,2373525.1608,0.862504,16274.012926,0.994296,0
full_production_autonomy,16.08,643.2,1029.12,25772.657292,0.0,2376945.0504,0.862673,16291.852076,0.994315,0
full_production_autonomy,16.1,644.0,1030.4,25773.172916,0.0,2380364.94,0.862841,16309.690512,0.994335,0
full_production_autonomy,16.12,644.8,1031.68,25773.68854,0.0,2383784.8296,0.863008,16327.528234,0.994355,0
full_production_autonomy,16.14,645.6,1032.96,25774.204164,0.0,2387204.7192,0.863176,16345.365243,0.994375,0
full_production_autonomy,16.16,646.4,1034.24,25774.719788,0.0,2390624.6088,0.863342,16363.201538,0.994395,0
full_production_autonomy,16.18,647.2,1035.52,25775.235412,0.0,2394044.4984,0.863509,16381.037119,0.994415,0
full_production_autonomy,16.2,648.0,1036.8,25775.751036,0.0,2397464.388,0.863675,16398.871987,0.994435,0
full_production_autonomy,16.22,648.8,1038.08,25776.26666,0.0,2400884.2776,0.86384,16416.706141,0.994455,0
full_production_autonomy,16.24,649.6,1039.36,25776.782284,0.0,2404304.1672,0.864005,16434.539582,0.994475,0
full_production_autonomy,16.26,650.4,1040.64,25777.297908,0.0,2407724.0568,0.86417,16452.372309,0.994495,0
full_production_autonomy,16.28,651.2,1041.92,25777.813533,0.0,2411143.9464,0.864334,16470.204323,0.994514,0
full_production_autonomy,16.3,652.0,1043.2,25778.329157,0.0,2414563.836,0.864498,16488.035624,0.994534,0
full_production_autonomy,16.32,652.8,1044.48,25778.844781,0.0,2417983.7256,0.864662,16505.866211,0.994554,0
full_production_autonomy,16.34,653.6,1045.76,25779.360405,0.0,2421403.6152,0.864825,16523.696085,0.994574,0
full_production_autonomy,16.36,654.4,1047.04,25779.876029,0.0,2424823.5048,0.864988,16541.525246,0.994594,0
full_production_autonomy,16.38,655.2,1048.32,25780.391653,0.0,2428243.3944,0.86515,16559.353693,0.994614,0
full_production_autonomy,16.4,656.0,1049.6,25780.907277,0.0,2431663.284,0.865312,16577.181428,0.994634,0
full_production_autonomy,16.42,656.8,1050.88,25781.422901,0.0,2435083.1736,0.865473,16595.008449,0.994654,0
full_production_autonomy,16.44,657.6,1052.16,25781.938525,0.0,2438503.0632,0.865634,16612.834757,0.994674,0
full_production_autonomy,16.46,658.4,1053.44,25782.454149,0.0,2441922.9528,0.865795,16630.660352,0.994693,0
full_production_autonomy,16.48,659.2,1054.72,25782.969773,0.0,2445342.8424,0.865956,16648.485235,0.994713,0
full_production_autonomy,16.5,660.0,1056.0,25783.485398,0.0,2448762.732,0.866116,16666.309404,0.994733,0
full_production_autonomy,16.52,660.8,1057.28,25784.001022,0.0,2452182.6216,0.866275,16684.13286,0.994753,0
full_production_autonomy,16.54,661.6,1058.56,25784.516646,0.0,2455602.5112,0.866434,16701.955604,0.994773,0
full_production_autonomy,16.56,662.4,1059.84,25785.03227,0.0,2459022.4008,0.866593,16719.777635,0.994793,0
full_production_autonomy,16.58,663.2,1061.12,25785.547894,0.0,2462442.2904,0.866751,16737.598953,0.994813,0
full_production_autonomy,16.6,664.0,1062.4,25786.063518,0.0,2465862.18,0.86691,16755.419558,0.994833,0
full_production_autonomy,16.62,664.8,1063.68,25786.579142,0.0,2469282.0696,0.867067,16773.239451,0.994853,0
full_production_autonomy,16.64,665.6,1064.96,25787.094766,0.0,2472701.9592,0.867224,16791.058631,0.994872,0
full_production_autonomy,16.66,666.4,1066.24,25787.61039,0.0,2476121.8488,0.867381,16808.877098,0.994892,0
full_production_autonomy,16.68,667.2,1067.52,25788.126014,0.0,2479541.7384,0.867538,16826.694853,0.994912,0
full_production_autonomy,16.7,668.0,1068.8,25788.641639,0.0,2482961.628,0.867694,16844.511895,0.994932,0
full_production_autonomy,16.72,668.8,1070.08,25789.157263,0.0,2486381.5176,0.86785,16862.328225,0.994952,0
full_production_autonomy,16.74,669.6,1071.36,25789.672887,0.0,2489801.4072,0.868005,16880.143842,0.994972,0
full_production_autonomy,16.76,670.4,1072.64,25790.188511,0.0,2493221.2968,0.86816,16897.958748,0.994992,0
full_production_autonomy,16.78,671.2,1073.92,25790.704135,0.0,2496641.1864,0.868315,16915.77294,0.995012,0
full_production_autonomy,16.8,672.0,1075.2,25791.219759,0.0,2500061.076,0.868469,16933.586421,0.995032,0
full_production_autonomy,16.82,672.8,1076.48,25791.735383,0.0,2503480.9656,0.868623,16951.399189,0.995052,0
full_production_autonomy,16.84,673.6,1077.76,25792.251007,0.0,2506900.8552,0.868777,16969.211245,0.995071,0
full_production_autonomy,16.86,674.4,1079.04,25792.766631,0.0,2510320.7448,0.86893,16987.022589,0.995091,0
full_production_autonomy,16.88,675.2,1080.32,25793.282255,0.0,2513740.6344,0.869083,17004.83322,0.995111,0
full_production_autonomy,16.9,676.0,1081.6,25793.79788,0.0,2517160.524,0.869235,17022.64314,0.995131,0
full_production_autonomy,16.92,676.8,1082.88,25794.313504,0.0,2520580.4136,0.869387,17040.452348,0.995151,0
full_production_autonomy,16.94,677.6,1084.16,25794.829128,0.0,2524000.3032,0.869539,17058.260843,0.995171,0
full_production_autonomy,16.96,678.4,1085.44,25795.344752,0.0,2527420.1928,0.86969,17076.068627,0.995191,0
full_production_autonomy,16.98,679.2,1086.72,25795.860376,0.0,2530840.0824,0.869841,17093.875699,0.995211,0
full_production_autonomy,17.0,680.0,1088.0,25796.376,0.0,2534259.972,0.869992,17111.682059,0.995231,0
full_production_autonomy,17.02,680.8,1089.28,25796.891624,0.0,2537679.8616,0.870142,17129.487707,0.99525,0
full_production_autonomy,17.04,681.6,1090.56,25797.407248,0.0,2541099.7512,0.870292,17147.292643,0.99527,0
full_production_autonomy,17.06,682.4,1091.84,25797.922872,0.0,2544519.6408,0.870442,17165.096868,0.99529,0
full_production_autonomy,17.08,683.2,1093.12,25798.438496,0.0,2547939.5304,0.870591,17182.90038,0.99531,0
full_production_autonomy,17.1,684.0,1094.4,25798.95412,0.0,2551359.42,0.87074,17200.703182,0.99533,0
full_production_autonomy,17.12,684.8,1095.68,25799.469745,0.0,2554779.3096,0.870889,17218.505271,0.99535,0
full_production_autonomy,17.14,685.6,1096.96,25799.985369,0.0,2558199.1992,0.871037,17236.306649,0.99537,0
full_production_autonomy,17.16,686.4,1098.24,25800.500993,0.0,2561619.0888,0.871185,17254.107316,0.99539,0
full_production_autonomy,17.18,687.2,1099.52,25801.016617,0.0,2565038.9784,0.871332,17271.907271,0.99541,0
full_production_autonomy,17.2,688.0,1100.8,25801.532241,0.0,2568458.868,0.87148,17289.706514,0.995429,0
full_production_autonomy,17.22,688.8,1102.08,25802.047865,0.0,2571878.7576,0.871626,17307.505047,0.995449,0
full_production_autonomy,17.24,689.6,1103.36,25802.563489,0.0,2575298.6472,0.871773,17325.302867,0.995469,0
full_production_autonomy,17.26,690.4,1104.64,25803.079113,0.0,2578718.5368,0.871919,17343.099977,0.995489,0
full_production_autonomy,17.28,691.2,1105.92,25803.594737,0.0,2582138.4264,0.872065,17360.896375,0.995509,0
full_production_autonomy,17.3,692.0,1107.2,25804.110361,0.0,2585558.316,0.87221,17378.692062,0.995529,0
full_production_autonomy,17.32,692.8,1108.48,25804.625986,0.0,2588978.2056,0.872356,17396.487038,0.995549,0
full_production_autonomy,17.34,693.6,1109.76,25805.14161,0.0,2592398.0952,0.8725,17414.281303,0.995569,0
full_production_autonomy,17.36,694.4,1111.04,25805.657234,0.0,2595817.9848,0.872645,17432.074857,0.995589,0
full_production_autonomy,17.38,695.2,1112.32,25806.172858,0.0,2599237.8744,0.872789,17449.867699,0.995609,0
full_production_autonomy,17.4,696.0,1113.6,25806.688482,0.0,2602657.764,0.872933,17467.659831,0.995628,0
full_production_autonomy,17.42,696.8,1114.88,25807.204106,0.0,2606077.6536,0.873076,17485.451251,0.995648,0
full_production_autonomy,17.44,697.6,1116.16,25807.71973,0.0,2609497.5432,0.87322,17503.241961,0.995668,0
full_production_autonomy,17.46,698.4,1117.44,25808.235354,0.0,2612917.4328,0.873362,17521.03196,0.995688,0
full_production_autonomy,17.48,699.2,1118.72,25808.750978,0.0,2616337.3224,0.873505,17538.821248,0.995708,0
full_production_autonomy,17.5,700.0,1120.0,25809.266602,0.0,2619757.212,0.873647,17556.609825,0.995728,0
full_production_autonomy,17.52,700.8,1121.28,25809.782227,0.0,2623177.1016,0.873789,17574.397691,0.995748,0
full_production_autonomy,17.54,701.6,1122.56,25810.297851,0.0,2626596.9912,0.873931,17592.184847,0.995768,0
full_production_autonomy,17.56,702.4,1123.84,25810.813475,0.0,2630016.8808,0.874072,17609.971292,0.995788,0
full_production_autonomy,17.58,703.2,1125.12,25811.329099,0.0,2633436.7704,0.874213,17627.757026,0.995807,0
full_production_autonomy,17.6,704.0,1126.4,25811.844723,0.0,2636856.66,0.874353,17645.54205,0.995827,0
full_production_autonomy,17.62,704.8,1127.68,25812.360347,0.0,2640276.5496,0.874493,17663.326363,0.995847,0
full_production_autonomy,17.64,705.6,1128.96,25812.875971,0.0,2643696.4392,0.874633,17681.109966,0.995867,0
full_production_autonomy,17.66,706.4,1130.24,25813.391595,0.0,2647116.3288,0.874773,17698.892858,0.995887,0
full_production_autonomy,17.68,707.2,1131.52,25813.907219,0.0,2650536.2184,0.874912,17716.67504,0.995907,0
full_production_autonomy,17.7,708.0,1132.8,25814.422843,0.0,2653956.108,0.875051,17734.456512,0.995927,0
full_production_autonomy,17.72,708.8,1134.08,25814.938467,0.0,2657375.9976,0.87519,17752.237273,0.995947,0
full_production_autonomy,17.74,709.6,1135.36,25815.454092,0.0,2660795.8872,0.875328,17770.017324,0.995967,0
full_production_autonomy,17.76,710.4,1136.64,25815.969716,0.0,2664215.7768,0.875466,17787.796665,0.995986,0
full_production_autonomy,17.78,711.2,1137.92,25816.48534,0.0,2667635.6664,0.875604,17805.575295,0.996006,0
full_production_autonomy,17.8,712.0,1139.2,25817.000964,0.0,2671055.556,0.875742,17823.353215,0.996026,0
full_production_autonomy,17.82,712.8,1140.48,25817.516588,0.0,2674475.4456,0.875879,17841.130426,0.996046,0
full_production_autonomy,17.84,713.6,1141.76,25818.032212,0.0,2677895.3352,0.876016,17858.906926,0.996066,0
full_production_autonomy,17.86,714.4,1143.04,25818.547836,0.0,2681315.2248,0.876152,17876.682716,0.996086,0
full_production_autonomy,17.88,715.2,1144.32,25819.06346,0.0,2684735.1144,0.876288,17894.457796,0.996106,0
full_production_autonomy,17.9,716.0,1145.6,25819.579084,0.0,2688155.004,0.876424,17912.232166,0.996126,0
full_production_autonomy,17.92,716.8,1146.88,25820.094708,0.0,2691574.8936,0.87656,17930.005826,0.996146,0
full_production_autonomy,17.94,717.6,1148.16,25820.610333,0.0,2694994.7832,0.876695,17947.778777,0.996166,0
full_production_autonomy,17.96,718.4,1149.44,25821.125957,0.0,2698414.6728,0.87683,17965.551017,0.996185,0
full_production_autonomy,17.98,719.2,1150.72,25821.641581,0.0,2701834.5624,0.876965,17983.322548,0.996205,0
full_production_autonomy,18.0,720.0,1152.0,25822.157205,0.0,2705254.452,0.877099,18001.093369,0.996225,0
full_production_autonomy,18.02,720.8,1153.28,25822.672829,0.0,2708674.3416,0.877233,18018.86348,0.996245,0
full_production_autonomy,18.04,721.6,1154.56,25823.188453,0.0,2712094.2312,0.877367,18036.632882,0.996265,0
full_production_autonomy,18.06,722.4,1155.84,25823.704077,0.0,2715514.1208,0.8775,18054.401574,0.996285,0
full_production_autonomy,18.08,723.2,1157.12,25824.219701,0.0,2718934.0104,0.877634,18072.169557,0.996305,0
full_production_autonomy,18.1,724.0,1158.4,25824.735325,0.0,2722353.9,0.877767,18089.93683,0.996325,0
full_production_autonomy,18.12,724.8,1159.68,25825.250949,0.0,2725773.7896,0.877899,18107.703393,0.996345,0
full_production_autonomy,18.14,725.6,1160.96,25825.766573,0.0,2729193.6792,0.878032,18125.469247,0.996364,0
full_production_autonomy,18.16,726.4,1162.24,25826.282198,0.0,2732613.5688,0.878164,18143.234392,0.996384,0
full_production_autonomy,18.18,727.2,1163.52,25826.797822,0.0,2736033.4584,0.878295,18160.998827,0.996404,0
full_production_autonomy,18.2,728.0,1164.8,25827.313446,0.0,2739453.348,0.878427,18178.762553,0.996424,0
full_production_autonomy,18.22,728.8,1166.08,25827.82907,0.0,2742873.2376,0.878558,18196.52557,0.996444,0
full_production_autonomy,18.24,729.6,1167.36,25828.344694,0.0,2746293.1272,0.878689,18214.287878,0.996464,0
full_production_autonomy,18.26,730.4,1168.64,25828.860318,0.0,2749713.0168,0.878819,18232.049476,0.996484,0
full_production_autonomy,18.28,731.2,1169.92,25829.375942,0.0,2753132.9064,0.87895,18249.810365,0.996504,0
full_production_autonomy,18.3,732.0,1171.2,25829.891566,0.0,2756552.796,0.87908,18267.570545,0.996524,0
full_production_autonomy,18.32,732.8,1172.48,25830.40719,0.0,2759972.6856,0.879209,18285.330017,0.996543,0
full_production_autonomy,18.34,733.6,1173.76,25830.922814,0.0,2763392.5752,0.879339,18303.088779,0.996563,0
full_production_autonomy,18.36,734.4,1175.04,25831.438439,0.0,2766812.4648,0.879468,18320.846832,0.996583,0
full_production_autonomy,18.38,735.2,1176.32,25831.954063,0.0,2770232.3544,0.879597,18338.604176,0.996603,0
full_production_autonomy,18.4,736.0,1177.6,25832.469687,0.0,2773652.244,0.879726,18356.360811,0.996623,0
full_production_autonomy,18.42,736.8,1178.88,25832.985311,0.0,2777072.1336,0.879854,18374.116738,0.996643,0
full_production_autonomy,18.44,737.6,1180.16,25833.500935,0.0,2780492.0232,0.879982,18391.871955,0.996663,0
full_production_autonomy,18.46,738.4,1181.44,25834.016559,0.0,2783911.9128,0.88011,18409.626464,0.996683,0
full_production_autonomy,18.48,739.2,1182.72,25834.532183,0.0,2787331.8024,0.880237,18427.380264,0.996703,0
full_production_autonomy,18.5,740.0,1184.0,25835.047807,0.0,2790751.692,0.880364,18445.133356,0.996723,0
full_production_autonomy,18.52,740.8,1185.28,25835.563431,0.0,2794171.5816,0.880491,18462.885739,0.996742,0
full_production_autonomy,18.54,741.6,1186.56,25836.079055,0.0,2797591.4712,0.880618,18480.637413,0.996762,0
full_production_autonomy,18.56,742.4,1187.84,25836.59468,0.0,2801011.3608,0.880745,18498.388379,0.996782,0
full_production_autonomy,18.58,743.2,1189.12,25837.110304,0.0,2804431.2504,0.880871,18516.138636,0.996802,0
full_production_autonomy,18.6,744.0,1190.4,25837.625928,0.0,2807851.14,0.880997,18533.888185,0.996822,0
full_production_autonomy,18.62,744.8,1191.68,25838.141552,0.0,2811271.0296,0.881122,18551.637025,0.996842,0
full_production_autonomy,18.64,745.6,1192.96,25838.510053,0.0,2814692.9544,0.881248,18569.481395,0.996856,0
full_production_autonomy,18.66,746.4,1194.24,25838.82373,0.0,2818115.6376,0.881374,18587.361155,0.996868,0
full_production_autonomy,18.68,747.2,1195.52,25839.137407,0.0,2821538.3208,0.8815,18605.24048,0.99688,0
full_production_autonomy,18.7,748.0,1196.8,25839.451084,0.0,2824961.004,0.881625,18623.119372,0.996892,0
full_production_autonomy,18.72,748.8,1198.08,25839.764761,0.0,2828383.6872,0.88175,18640.99783,0.996905,0
full_production_autonomy,18.74,749.6,1199.36,25840.078439,0.0,2831806.3704,0.881875,18658.875854,0.996917,0
full_production_autonomy,18.76,750.4,1200.64,25840.392116,0.0,2835229.0536,0.882,18676.753443,0.996929,0
full_production_autonomy,18.78,751.2,1201.92,25840.705793,0.0,2838651.7368,0.882124,18694.630599,0.996941,0
full_production_autonomy,18.8,752.0,1203.2,25841.01947,0.0,2842074.42,0.882248,18712.507321,0.996953,0
full_production_autonomy,18.82,752.8,1204.48,25841.333147,0.0,2845497.1032,0.882372,18730.383608,0.996965,0
full_production_autonomy,18.84,753.6,1205.76,25841.646824,0.0,2848919.7864,0.882495,18748.259462,0.996977,0
full_production_autonomy,18.86,754.4,1207.04,25841.960501,0.0,2852342.4696,0.882619,18766.134882,0.996989,0
full_production_autonomy,18.88,755.2,1208.32,25842.274178,0.0,2855765.1528,0.882742,18784.009867,0.997001,0
full_production_autonomy,18.9,756.0,1209.6,25842.587855,0.0,2859187.836,0.882864,18801.884419,0.997013,0
